uri,cid,author_did,author_handle,author_display_name,text,created_at,reply_count,repost_count,like_count,indexed_at,langs,is_2025,sentiment_agronegocio,contexto_agronegocio
at://did:plc:25vahvfq4fk5y4f6b7nf6ruv/app.bsky.feed.post/3lq5q5zsnvs2k,bafyreifaekkyy5adevhf5gfo3ys4jqxx7lrrn3zmpzcycoyjmwrk4cldq4,did:plc:25vahvfq4fk5y4f6b7nf6ruv,brasilfato.bsky.social,Brasil de Fato,"🔴 Agronegócio supera mineração em exportações de Minas Gerais, mas amplia conflitos por terra, água e trabalho escravo ➡ bdf.onl/b/CFof",2025-05-27T12:52:03.676Z,1,0,0,2025-05-27T12:52:00.953Z,['pt'],True,positivo,contexto_positivo
at://did:plc:7m43jdugny3mwuwhlbmcyijg/app.bsky.feed.post/3lq5jlimdbs2h,bafyreigdn4cnid7boobzr4ldgue5ybxzxte52w2r35uevshwu2rujwysma,did:plc:7m43jdugny3mwuwhlbmcyijg,taniapac.bsky.social,Combate Racismo Ambiental,"O agronegócio, que tem suas bases no modo de produção econômico capitalista, nunca fez uma ‘Revolução Verde’",2025-05-27T10:54:19.212Z,0,0,0,2025-05-27T10:54:36.545Z,['en'],True,positivo,contexto_positivo
at://did:plc:l4uvs2udn4cxqigpq7fdpfcp/app.bsky.feed.post/3lq4g6gswss2w,bafyreiaxi3ovyxigon4qvtak2rdzv3sbhr6citwrhilrngjcm7zzaq5rlm,did:plc:l4uvs2udn4cxqigpq7fdpfcp,rebordosa74.bsky.social,Rebordosa74,"Quem ganha com isso?
As grandes corporações do agronegócio e da mineração.
Quem perde?
Você, seus filhos, as florestas, os rios e o clima.

1º de Junho é dia de levantar a voz.
Em todo o Brasil, atos e manifestações vão dizer:
#PL2159NÃO",2025-05-27T00:20:40.144Z,0,0,0,2025-05-27T00:20:42.749Z,['en'],True,negativo,contexto_positivo
at://did:plc:dt6akcnkw3ax4ckdwl2kkt7r/app.bsky.feed.post/3lq42vqho3n2g,bafyreiahghb4loir43kjpxw22be5dwfzq5w6vfcudjrfr7hubenvjmdbwi,did:plc:dt6akcnkw3ax4ckdwl2kkt7r,amufinado.bsky.social,amufinado ,"essa mona consegue ser pior do q a virginia, pq ainda finge ter um discurso ambiental sendo q é rica por causa de agronegócio",2025-05-26T20:58:57.020Z,0,0,6,2025-05-26T20:58:57.548Z,['pt'],True,negativo,contexto_positivo
at://did:plc:s7rkj3nrxfjcyu4gcpptdrck/app.bsky.feed.post/3lq3ppgiu6224,bafyreicdhlrfj4bvwgsq5opepy5tzg7ybxqrcagpxwnxgbxwlytw2h3le4,did:plc:s7rkj3nrxfjcyu4gcpptdrck,hospiciobrasil.bsky.social,Paulo RJ,"Quem tem poder mesmo são os bispos bilionários, o agronegócio, as PMs que matam em escala industrial, os deputados da direita, o Collor e por aí vai.

Mas o problema do Brasil é o Alexandre.",2025-05-26T17:38:34.192Z,1,3,34,2025-05-26T17:38:35.252Z,['pt'],True,negativo,contexto_positivo
at://did:plc:la2b7mtezlaukldwvnk7q4na/app.bsky.feed.post/3lq3fyvwnc22r,bafyreihxko4sviqjmdzp5ma6locjkw3uasojau7nw2tn4732cxapem6s4q,did:plc:la2b7mtezlaukldwvnk7q4na,mahoushoujo.bsky.social,Majō,"Nossa, eu tinha comprado uma daquelas picanhas seladas a vácuo do mercado. Daí fui comer agora...

É coxão duro... 

MALDITO AGRONEGÓCIO!!!",2025-05-26T14:44:54.945Z,0,0,0,2025-05-26T14:44:56.846Z,['pt'],True,negativo,contexto_positivo
at://did:plc:zwxl6dnun52q3ywiao2ad3if/app.bsky.feed.post/3lq3enneyqey2,bafyreih7u6jnnuwlj7ugvhzum33uaknekxwli4uulqydmnhfacea7e4gde,did:plc:zwxl6dnun52q3ywiao2ad3if,flipboardbr.flipboard.com.ap.brid.gy,Flipboard Brasil,"Câmara dos Deputados deve avançar com PLs para proteger agronegócio em casos de calamidade – Jovem Pan
https://jovempan.com.br/programas/jornal-da-manha/camara-dos-deputados-deve-avancar-com-pls-para-proteger-agronegocio-em-casos-de-calamidade.html?utm_source=flipboard&utm_medium=activitypub […]",2025-05-26T14:16:16.000Z,0,1,0,2025-05-26T14:20:47.847Z,['pt'],True,positivo,contexto_positivo
at://did:plc:2sz7lzabaabo52nd2p2h722t/app.bsky.feed.post/3lq3dfhd2b22j,bafyreieijnvdn4oslefeluvli47syzxeatm24m2pfbw2ogkp7uzruxlqyu,did:plc:2sz7lzabaabo52nd2p2h722t,poder360.bsky.social,Poder360,"📉 País crescerá menos de 2% no 1º trimestre; PIB sai 6ª feira 

🚜 Mediana das projeções indica que a atividade econômica vai subir 1,5% em relação ao 4º trimestre; agronegócio vai puxar o desempenho 

⬇️ Leia no Poder360: 
www.poder360.com.br/poder-econom...",2025-05-26T13:58:14.604Z,0,0,2,2025-05-26T13:58:26.447Z,['pt'],True,positivo,contexto_positivo
at://did:plc:uuv5ffalcjxergkdjgl4jo74/app.bsky.feed.post/3lq3c6q4b522c,bafyreiaf5ujnei7ur2htwxrshbtf7zihoxxa66cp3yrslf6lg2eqp2ozry,did:plc:uuv5ffalcjxergkdjgl4jo74,estadao.com.br,Estadão,"CONTRA O AUMENTO DO IOF 

➡️ Representantes da indústria, agronegócio, comércio, bancos e seguradoras defendem que o Congresso barre o aumento do imposto anunciado pelo governo; eles elaboram manifesto em que apontam preocupação com a medida bit.ly/4kwf3Ot",2025-05-26T13:36:35.188Z,0,0,1,2025-05-26T13:36:36.645Z,['pt'],True,positivo,contexto_positivo
at://did:plc:lvb5pcsjs2j5dwekf325lunw/app.bsky.feed.post/3lq33thtl4c2h,bafyreifvhsxiozryj7f342b6ispdgefezxa6hgluahuwm5jb3wdgb5ehaq,did:plc:lvb5pcsjs2j5dwekf325lunw,sitehumanamente.bsky.social,Humanamente - Divulgação Científica em Humanidades,"O IMPACTO DO COOPERATIVISMO DE CRÉDITO NO AGRONEGÓCIO 

Leia a matéria completa em humanamente.fiocruz.br/agora/o-impa...
Apoio CNPq 

#divulgaçãocientífica #humanidades #cnpq #cnpq_oficial #mcti #cooperativismodecrédito #agronegócio #microepequenas #agroindústrias #maisempregos #maioressalários",2025-05-26T11:42:54.958Z,0,1,0,2025-05-26T11:42:58.349Z,['pt'],True,positivo,contexto_positivo
at://did:plc:7dfxk75hmqee3mvqvqadsg7j/app.bsky.feed.post/3lq2rtxbsrk2f,bafyreickl4fk5aa5yvfyvoca7zpqlno3vvxlzywoqa6l3pytgetzrwqhue,did:plc:7dfxk75hmqee3mvqvqadsg7j,followlori.bsky.social,Lori Regattieri,"ministro que canta com presidente de empresa que espolia direitos trabalhistas, ministro que canta com mineradoras e agronegócio...é mais uma segunda-feira Brasilllllll",2025-05-26T08:44:13.751Z,1,2,14,2025-05-26T08:44:15.048Z,['pt'],True,negativo,contexto_positivo
at://did:plc:ye7uf6gh5iodxwmwlzqskhsd/app.bsky.feed.post/3lq225oozbk2p,bafyreiaijb7n6erc7hlzkg362whdywkjo7iq64r2x7g2wygmpceoez4dpy,did:plc:ye7uf6gh5iodxwmwlzqskhsd,gabidanaan.bsky.social,Gabi 📖:,"Eu tava desesperada

Agora eu tô puta

Mano eu não fiz agronomia.

Eu não sei!!!!!!!!!!!!!!

Eu simplesmente não sei oq escrever 

Eu sei lá oq é importante no agronegócio. Eu não sou da área",2025-05-26T01:40:10.487Z,0,0,1,2025-05-26T01:40:12.451Z,['pt'],True,negativo,contexto_positivo
at://did:plc:dfgtiygvtwp3kfk5jm6etgqf/app.bsky.feed.post/3lpzycycnis2i,bafyreihkrrhpac4h6kt3s2usknmkrgmdumvj5fkfly7itecj7oegziyeqq,did:plc:dfgtiygvtwp3kfk5jm6etgqf,deniseelisei.bsky.social,Denise Maria,"O modelo de agronegócio brasileiro é assassino.
#oagromata
#semanistiapragolpistafascista
#fimdaescala6x1",2025-05-26T01:07:20.844Z,0,0,2,2025-05-26T01:07:21.948Z,['pt'],True,negativo,contexto_positivo
at://did:plc:smupv7eamb3rpujuv5mrf5gt/app.bsky.feed.post/3lpzwumxcgc2k,bafyreictoohll5ih4cc7xdqzid7nairudz7qmsxcbtwolatt4abagvxm5u,did:plc:smupv7eamb3rpujuv5mrf5gt,personalescrito.bsky.social,Persona,"E seu código desflorestal para favorecer o agronegócio desmatador, grileiro e escravista, apresentado em 2010 - e suas relações com o falecido Coturno Noturno. E ainda sua defesa de Belo Monte, sob o manto de seu nacionalismo fascista.",2025-05-26T00:41:25.445Z,0,0,4,2025-05-26T00:41:27.144Z,['pt'],True,negativo,contexto_positivo
at://did:plc:tv7p743ur5d6fongxhjfltrv/app.bsky.feed.post/3lpyxat65v22u,bafyreih3svafmsiu2dc4ighp3nxnd7kzuhxj66d7gpscfeyc45oisfpjxq,did:plc:tv7p743ur5d6fongxhjfltrv,rosepaixao.bsky.social,Rose Paixão - Fim da escala 6x1,"O agronegócio é negacionista. Ele nega o impacto da pecuária e das monoculturas no planeta.

Este observatório existe para mostrar o agronegócio real, não aquele do marketing.

Confira em vídeo: youtu.be/sENGRFMowfU",2025-05-25T15:15:34.877Z,0,2,3,2025-05-25T15:15:37.449Z,['pt'],True,positivo,contexto_positivo
at://did:plc:qc6f4hau2lyzrw2toz3yhwuc/app.bsky.feed.post/3lpykywn32c2r,bafyreibtza5a463zueylxfxfzysda5cyqscrspix7y765i2ap6ubdu2oia,did:plc:qc6f4hau2lyzrw2toz3yhwuc,jeronimorodrigues.bsky.social,Jerônimo Rodrigues,"Itapetinga, mais uma vez, mostra sua força como referência nacional no setor agropecuário! Estive presente na 53ª Exposição Agropecuária e 27ª Exposição Nacional, uma das maiores vitrines do agronegócio no interior da Bahia.
#GovernadorJerônimo",2025-05-25T11:36:25.163Z,0,0,3,2025-05-25T11:36:28.948Z,['pt'],True,positivo,contexto_positivo
at://did:plc:avno54rfihb7s56pi7lg4je5/app.bsky.feed.post/3lpykmvy5ck2y,bafyreiacgiyreqthwv3tnpp5zkrktr326pccuqpg7vbv6naewqnrypew2a,did:plc:avno54rfihb7s56pi7lg4je5,ricardomatos50.bsky.social,Ricardo Matos / Zotam2 🇵🇸 🇾🇪,"Haddad trabalha para manter ""status quo"" dos rentistas e das grandes multinacionais do agronegócio que domina o Brasil. R$ 5 mil de isenção de imposto de renda é apenas milho de pinto perto da realidade nacional. Os merdas das multinacionais tem total isenção de impostos.E nos vende restos, em dólar",2025-05-25T11:29:41.829Z,0,0,1,2025-05-25T11:29:45.245Z,['en'],True,negativo,contexto_positivo
at://did:plc:op6z4ggduz5na4cieyesrqvz/app.bsky.feed.post/3lpyj66usy22c,bafyreigk3znqyvq5glexvgxkgpv5kne6gqdvmyvdo2qjia2phhxmcg2acq,did:plc:op6z4ggduz5na4cieyesrqvz,mafagafe.bsky.social,Mafagafe,"Coincidência ou não, fizeram a mesma coisa em relação ao Agro. Pegaram o que há de pior no agronegócio (monocultor, explorador, insustentável) e misturaram com coisas legítimas como extrativismo e agricultura familiar. Resultado? A ideia totalmente errada de que ""o Agro alimenta o Brasil"".",2025-05-25T11:03:34.105Z,1,0,4,2025-05-25T11:03:35.243Z,['pt'],True,negativo,contexto_positivo
at://did:plc:avno54rfihb7s56pi7lg4je5/app.bsky.feed.post/3lpycqwyq5c2h,bafyreidsxrglajt7rrs3qgptsqefkkg66g72knvdj7ptibrrh3kgusat2m,did:plc:avno54rfihb7s56pi7lg4je5,ricardomatos50.bsky.social,Ricardo Matos / Zotam2 🇵🇸 🇾🇪,"O Brasil que venceu Cannes não é o do agronegócio, nem o das novelas, nem o do centrão. É o Brasil do Recife de Kleber, do corpo insurgente de Moura, da memória ferida que insiste em sangrar — e por isso pulsa.
Torresmo - torresmotorres (do Threads).",2025-05-25T09:08:47.144Z,0,0,3,2025-05-25T09:08:52.448Z,['en'],True,negativo,contexto_positivo
at://did:plc:avno54rfihb7s56pi7lg4je5/app.bsky.feed.post/3lpybxqp2t22h,bafyreihat7is5zxn6ejguenhp3usfygdyv53apeigeerst7yfypzsnai5e,did:plc:avno54rfihb7s56pi7lg4je5,ricardomatos50.bsky.social,Ricardo Matos / Zotam2 🇵🇸 🇾🇪,"Sou de esquerda, mas não sou cego. 
1. A supersafra safra  do Agronegócio não beneficiará a população pobre brasileira. 
Exportarão quase tudo e o que venderem aqui será a preço de Dólar. 
A começar pelo café cartelizado pelos holandeses. Nos vendem a sobra e a preço de dólar.",2025-05-25T08:54:41.710Z,0,1,2,2025-05-25T08:54:46.044Z,['en'],True,negativo,contexto_positivo
at://did:plc:vwot556jqi3rkx4xmfq4olpw/app.bsky.feed.post/3lpybhqcs5s2z,bafyreihlynduiszg3qs32cfnoxxjvs5bxqriywnjndastu3gthtu6iyb44,did:plc:vwot556jqi3rkx4xmfq4olpw,dionaragsantana.bsky.social,Dionara #FreePalestine 🇵🇸🍉 Gonçalves de Santana,"e já era mãe e, mesmo assim, não tinha melhorado...ela tem família aqui que atua em agronegócio, sobrenome italiano...não deixei ela me adoecer no trabalho aqui. 
Pensei que era só em Porto Alegre-RS trabalhos c/ pessoas ruins que tentam adoecer os outros. São Paulo e RJ não vão bem, também..",2025-05-25T08:45:44.442Z,1,0,1,2025-05-25T08:45:46.445Z,['pt'],True,negativo,contexto_positivo
at://did:plc:7xvo5igdq4wyk3mhu4fsubcx/app.bsky.feed.post/3lpxfejsv722b,bafyreih45yi64e73ulmeic2evw4e3iluvmg3dz77v6heobrzkc3xmdemiu,did:plc:7xvo5igdq4wyk3mhu4fsubcx,dilmaresiste.bsky.social,Dilma Resistente,"Agronegócio com responsabilidade: Brasil e Angola estão perto de acordo histórico de combate à fome
Brasil vai apresentar proposta de cooperação agrícola com a Angola; objetivo é combater a insegurança alimentar e fortalecer exportações africanas
#Resistencia2516Dias
Siga nosso BlueSky DilmaResiste",2025-05-25T00:22:52.196Z,0,9,31,2025-05-25T00:24:25.945Z,['pt'],True,positivo,contexto_positivo
at://did:plc:7c4wycyn2cklrdipx6kjdltn/app.bsky.feed.post/3lpxbpq22rk2s,bafyreih2utcdcxaiinambgpfbwsvh6cjudpg2pk4qwtwycegnztks4toze,did:plc:7c4wycyn2cklrdipx6kjdltn,robsongfreire.bsky.social,☭ Robson Freire ☭ ,"Por que a BR Distribuidora era estratégica para o agronegócio e transporte?

Não era só postos: atendia 18 mil clientes B2B, incluindo agronegócio, com Lubrax e combustíveis especiais. Privatização tornou a logística frágil na Amazônia e outros locais sem interesse privado. 👇",2025-05-24T23:17:29.638Z,1,0,5,2025-05-24T23:17:34.112Z,['pt'],True,negativo,contexto_positivo
at://did:plc:goo5kg4s3qqluufjfopup6bt/app.bsky.feed.post/3lpwm4ltyb222,bafyreif42epye2hs4aip46xa7fsdy2trotqbu75ofvsg5ph7jou76iw3te,did:plc:goo5kg4s3qqluufjfopup6bt,draude.bsky.social,Draude Chronicles,é mto bizarro a existência de uma cidade como sinope. aberração do agronegócio.,2025-05-24T16:51:02.349Z,2,0,7,2025-05-24T16:51:05.958Z,['pt'],True,negativo,contexto_positivo
at://did:plc:gsmurwnllrx2fth34uewwdbe/app.bsky.feed.post/3lpwkgnabl22s,bafyreibav7r4mi3yo6fwnesltfhl4obh5i3rjrpnklpehkybixhfsrhnbq,did:plc:gsmurwnllrx2fth34uewwdbe,jacabreu.bsky.social,Jac Abreu,"Nada contra as fazendas.

Tudo a favor da agricultura familiar.

Muitas observações ao modelo de condução do agronegócio brasileiro.

E uma crença muito grande de que podemos também ser um país de tecnologia.",2025-05-24T16:20:51.860Z,0,0,1,2025-05-24T16:20:53.546Z,['en'],True,positivo,contexto_positivo
at://did:plc:ygsiuidqn7vpyvrbklacdjtg/app.bsky.feed.post/3lpweipj2qs2v,bafyreidcdjygqmiebxwz7ihfhi3aplhfyf7nqjmxdz2dkvigkk44rveipm,did:plc:ygsiuidqn7vpyvrbklacdjtg,marcosnunes.bsky.social,MarcosNunes,"...logo a classe média e os mais pobres seguirão financiando os ricos; o índice de emprego é maior mas basicamente para baixos salários; a renda não aumentou para o pobre, só o PIB, e isso não chega a ele; a safra do Agronegócio não beneficia a população...",2025-05-24T14:34:38.896Z,1,0,1,2025-05-24T14:34:40.675Z,['pt'],True,negativo,contexto_positivo
at://did:plc:d6nivfvo3thsrfwmtyd42f6m/app.bsky.feed.post/3lpw556hs2223,bafyreigqxsyowzrlwuehgcknj7eb6gqnt4u3gmlnk5xa3riccky4xzafeu,did:plc:d6nivfvo3thsrfwmtyd42f6m,andresobreiro.bsky.social,André,"Matéria de agronegócio de gente plantando SOJA e a cara de pau falando: que orgulho, alimentar o mundo! 

A cara nem queima.",2025-05-24T12:22:55.744Z,0,0,1,2025-05-24T12:22:57.752Z,['pt'],True,positivo,contexto_positivo
at://did:plc:vod2dswfxxsdpqet5bycmkb5/app.bsky.feed.post/3lpw33gsvg22u,bafyreie2ko4mq3fsemjt4iq5tbwhuzpr7jiq4hbtrav7ardlelusrbppa4,did:plc:vod2dswfxxsdpqet5bycmkb5,paulomeireles.bsky.social,Pavlo in Brasília 🇧🇷,"“A falta de regulação e fiscalização também pode gerar prejuízos ao próprio agronegócio. O professor afirma que, no Cerrado, já se observa a diminuição das chuvas, o aumento das temperaturas e o desaparecimento de corpos d’água essenciais para o armazenamento de carbono.”",2025-05-24T11:46:09.902Z,0,0,0,2025-05-24T11:46:10.445Z,['pt'],True,negativo,contexto_positivo
at://did:plc:avno54rfihb7s56pi7lg4je5/app.bsky.feed.post/3lpvyvs3bus2q,bafyreicbrkhmysgpi2va6b3do7e25qwci4sgfn4i2orhm4egd4os4ak2iq,did:plc:avno54rfihb7s56pi7lg4je5,ricardomatos50.bsky.social,Ricardo Matos / Zotam2 🇵🇸 🇾🇪,"Pode ser, apesar de preferir sempre a esquerda. Haddad se acovarda ao reduzir o IOF, (Imposto Sobre Operações Financeiras),não reclama dos juros de 14,75%,(inflação controlada),deixa o Cartel do Café manipular preços etc.Não cobra impostos de multinacionais do agronegócio? Isso tem que mudar!!!",2025-05-24T11:07:12.899Z,2,0,3,2025-05-24T11:07:20.448Z,['en'],True,negativo,contexto_positivo
at://did:plc:22u3xlfdxqxyzva2fsljotcy/app.bsky.feed.post/3lpvyqyxwlc2r,bafyreidgshxo4b6tj4cqhxbxqcqyqusr63psjg6oksdlgw6qjcddyfauj4,did:plc:22u3xlfdxqxyzva2fsljotcy,revistaforum.com.br,Revista Fórum,"Agronegócio com responsabilidade: Brasil e Angola estão perto de acordo histórico de combate à fome

Saiba mais:",2025-05-24T11:04:32.361Z,0,14,62,2025-05-24T11:04:30.947Z,['pt'],True,positivo,contexto_positivo
at://did:plc:avno54rfihb7s56pi7lg4je5/app.bsky.feed.post/3lpvymybx6s2q,bafyreihcsk4eqebbe6n5rm3uz2nzmesacafwpbbrrx2clgnopjflcuq4qm,did:plc:avno54rfihb7s56pi7lg4je5,ricardomatos50.bsky.social,Ricardo Matos / Zotam2 🇵🇸 🇾🇪,"Ver Haddad se acovardar,ao reduzir o IOF, (Imposto Sobre Operações Financeiras),não reclamar dos juros de 14,75%, (inflação controlada), deixar o Cartel do Café manipular preços etc.Não cobrar impostos de multinacionais do agronegócio?Foda-se aposentados? Só migalha aos pobres?",2025-05-24T11:02:17.415Z,0,0,1,2025-05-24T11:02:28.649Z,['en'],True,negativo,contexto_positivo
at://did:plc:ybztgnuls472xzmv3qjmhpxq/app.bsky.feed.post/3lpuxtosyzc25,bafyreie33flapigglrtfvbkdzoe3l7q32hpcnvclyuznhuhabyzl46wdme,did:plc:ybztgnuls472xzmv3qjmhpxq,quimerafalante.bsky.social,Feira da fruta da Sister Hong - 红姐的水果市集,Amaldiçoado seja o agronegócio.,2025-05-24T01:15:28.898Z,0,0,4,2025-05-24T01:15:30.945Z,['pt'],True,negativo,contexto_positivo
at://did:plc:ybztgnuls472xzmv3qjmhpxq/app.bsky.feed.post/3lpuxs3wjos25,bafyreid5ug2mu4jcmqhxxoyjjqltz7tp3n7n3aoz7xah3ozt25odnrl7ty,did:plc:ybztgnuls472xzmv3qjmhpxq,quimerafalante.bsky.social,Feira da fruta da Sister Hong - 红姐的水果市集,"Meu ódio pelo agronegócio só cresce mais e mais toda vez que vejo esse tipo de coisa com café fake ou café horrível que é só carvão, quando o Brasil o maior produtor de café do mundo, mas graças a ganância do agronegócio de exportar o máximo possível ficamos só com os restos ou nem isso.",2025-05-24T01:14:35.530Z,0,0,4,2025-05-24T01:14:37.347Z,['pt'],True,negativo,contexto_positivo
at://did:plc:ybz5kvyqixz3keqbl2llbklu/app.bsky.feed.post/3lpuvi7rbfc2h,bafyreicyyt4hfrmncxctlrbjtstlokggowz5xcb3rulp4kt3sr67rqe4qq,did:plc:ybz5kvyqixz3keqbl2llbklu,pablolrocha.bsky.social,palbo,Na verdade esse é o mapa do Brasil sob a égide do agronegócio...,2025-05-24T00:33:16.527Z,0,0,1,2025-05-24T00:33:15.649Z,['pt'],True,positivo,contexto_positivo
at://did:plc:uhso32yym4lxao3ab2cde46h/app.bsky.feed.post/3lput7idffk2l,bafyreif4a345kyyyeft5wd2sofblli553fou4opiv4dceqwzj3aucrcvxu,did:plc:uhso32yym4lxao3ab2cde46h,wylltorres.bsky.social,Wyllian Torres,"Só se pensa no lucro do agronegócio, a boiada segue a passar. Esse será, como já tem sido, o maior motivo do colapso socioambiental do país. 

PL criminosa. Mais outro absurdo em plena luz do dia.",2025-05-23T23:52:36.037Z,0,0,7,2025-05-23T23:52:36.249Z,['pt'],True,negativo,contexto_positivo
at://did:plc:jjgbki7qx6i3opqqqmksaymb/app.bsky.feed.post/3lpulojcls22n,bafyreiap5m7ckkr75ucqpxgmrrxsmou5uesj2ivnbtg6grgwxyxgrwoueq,did:plc:jjgbki7qx6i3opqqqmksaymb,gdi-oficial.bsky.social,Guia do Investidor,Alta demanda do gigante asiático deve transformar o agronegócio e o setor imobiliário rural brasileiro,2025-05-23T21:37:47.818Z,0,0,0,2025-05-23T21:37:51.347Z,[],True,positivo,contexto_positivo
at://did:plc:7dfxk75hmqee3mvqvqadsg7j/app.bsky.feed.post/3lpuieimjcc2m,bafyreidt4ca7oq52ysqp6kbz46pa52capxvcafusohsfbzgldkbrx6ybxu,did:plc:7dfxk75hmqee3mvqvqadsg7j,followlori.bsky.social,Lori Regattieri,"A docuserie da BBC evidencia a operação cultural do agronegócio como dispositivo de propaganda. O desafio não é “fake news”, mas a persistência de regimes propagandísticos que moldam agrupamentos. A ausência de estudos de propaganda limita a crítica necessária. www.bbc.co.uk/sounds/play/...",2025-05-23T20:38:32.949Z,1,17,37,2025-05-23T20:38:34.846Z,['pt'],True,positivo,apoio_explicito
at://did:plc:bpqxonfbpxbxq6xw3sdcg2wo/app.bsky.feed.post/3lpu6zmu3e22r,bafyreicygzebcaqmsnkj6ftmugxrzdxb3xqxnbg5pqszj7buocuq3ireda,did:plc:bpqxonfbpxbxq6xw3sdcg2wo,nitinha.bsky.social,Niti M.,"A escola hoje é doutrinadora, cerceia a liberdade de cátedra, em alguns estados já estão a serviço das bigtechs e em outros, de fundação do agronegócio.
Muitos influencer progressistas queriam educação financeira mesmo educadores falando dos problemas.
Pois temos ed financeira, de liderança. 3/3",2025-05-23T17:51:24.596Z,0,0,3,2025-05-23T17:51:24.589Z,['pt'],True,positivo,contexto_positivo
at://did:plc:eysqn5sp544m6r57llk22sls/app.bsky.feed.post/3lpu3k5ntqc2v,bafyreigzs5u63ghj27ffqvpr4ofiyqwjv5x4dewvsxxapthtrivzvx23uu,did:plc:eysqn5sp544m6r57llk22sls,joaoninguem.bsky.social,bittersweet sanfoninha   🏴,a pujança do agronegócio,2025-05-23T16:49:04.142Z,1,0,0,2025-05-23T16:49:05.159Z,['pt'],True,positivo,contexto_positivo
at://did:plc:oc4si44e3guociehta4ehw3c/app.bsky.feed.post/3lpu2rougok2s,bafyreib5uv7zp2yllmhxtb7x4obt6wmg7wcxvni5cwhbpddlzwefv4g5wa,did:plc:oc4si44e3guociehta4ehw3c,caioalmendra.bsky.social,Caio Almendra,"E são os dados ÓBVIOS do tema. Quantas pessoas moram numa terra do MST e quantos empregados vivem de uma terra de mesmo tamanho do agronegócio, me parece um número CENTRAL no debate. Mas, nada feito, não tem.

Quem mata e quem morre idem. Ou quem mata indígena.",2025-05-23T16:35:22.607Z,0,0,14,2025-05-23T16:35:22.575Z,['pt'],True,negativo,contexto_positivo
at://did:plc:oc4si44e3guociehta4ehw3c/app.bsky.feed.post/3lptzxgwd322y,bafyreib7ug7vunp2wkhcm56g5eckspmu5t4soh2tgd3444nfjj3khyclie,did:plc:oc4si44e3guociehta4ehw3c,caioalmendra.bsky.social,Caio Almendra,"De um lado, os caras reclamam do MST continuar nos assentamentos, no lugar dos títulos, de outro reclamam de ir pra China, por fim, dizendo que o agronegócio precisa de capital para ser produtivo.

Só que... o MST vai na China conseguir trator para aumentar a produtividade.",2025-05-23T16:20:42.580Z,1,0,11,2025-05-23T16:20:44.152Z,['en'],True,negativo,critica_explicita
at://did:plc:oc4si44e3guociehta4ehw3c/app.bsky.feed.post/3lptzsgdqis2y,bafyreidjqsl3upzewj5mf632jonfsfzi76zln4bvaw6zo4vdffs6nycuqa,did:plc:oc4si44e3guociehta4ehw3c,caioalmendra.bsky.social,Caio Almendra,"Começou esse papo de agronegócio locomotiva da economia brasileira.

Falta pescotapa no Brasil",2025-05-23T16:17:54.198Z,1,0,9,2025-05-23T16:17:55.556Z,['en'],True,negativo,contexto_positivo
at://did:plc:oc4si44e3guociehta4ehw3c/app.bsky.feed.post/3lptzb7dd722y,bafyreihmum4xcu6d7jowthwghetzzsvulln4p2cn6enamxkpf5utmp2ib4,did:plc:oc4si44e3guociehta4ehw3c,caioalmendra.bsky.social,Caio Almendra,"Tem uma defesa da luta coletiva dos assentados com título contra o MST.

Catitu que anda sozinho é comida de onça.

A onça é o agronegócio, carajo",2025-05-23T16:08:16.421Z,1,0,9,2025-05-23T16:08:16.852Z,['en'],True,negativo,contexto_positivo
at://did:plc:oc4si44e3guociehta4ehw3c/app.bsky.feed.post/3lptxjzooos2y,bafyreiemwwecnr4wi4nkgggb3ogh5gmotysp6vkd4nvtrpw3bufgtnhn24,did:plc:oc4si44e3guociehta4ehw3c,caioalmendra.bsky.social,Caio Almendra,"Ricardo Salles fala ""Essas pessoas começam a ter que TRABALHAR""...e a ênfase deixa claro que isso pra ele é tortura...""pros donos do acampamento"".

Acampamento não tem dono. Sabe o que tem? Latifúndio. Você está descrevendo o agronegócio, Salles.",2025-05-23T15:37:25.007Z,1,1,23,2025-05-23T15:37:26.649Z,['en'],True,negativo,contexto_positivo
at://did:plc:oc4si44e3guociehta4ehw3c/app.bsky.feed.post/3lptwcoi3wk2y,bafyreibb47lrd7puviws7go2ycvivefiv5fcfoenefj73uj3tkkrb5c3xu,did:plc:oc4si44e3guociehta4ehw3c,caioalmendra.bsky.social,Caio Almendra,"Salles falando que cooperativas agrícolas são um pretexto para sair dinheiro do governo para o MST.

O maior beneficiário do erário público no campo é O AGRONEGÓCIO. Crédito a juros quase zero ilimitado, Plano Safra, diversas benesses.

E UMA FORTUNA DISSO é desviado para organizações políticas.",2025-05-23T15:15:24.634Z,1,0,27,2025-05-23T15:15:26.547Z,['en'],True,negativo,contexto_positivo
at://did:plc:euceh47olrgwb4s2ohex5fxs/app.bsky.feed.post/3lptubb4tcc25,bafyreifqgor44i3gw6g4yw2ulzygco27sdapx4agybbe4x3jlkktrxcrgu,did:plc:euceh47olrgwb4s2ohex5fxs,infoamazonia.org,InfoAmazonia,"Segundo o ISA, o PL 2.159/2021 retira a obrigatoriedade de licenciamento ambiental para projetos que impactem territórios em processo de regularização, abrindo caminho para obras de infraestrutura, mineração e agronegócio.",2025-05-23T14:38:49.091Z,0,2,3,2025-05-23T14:38:49.854Z,['en'],True,positivo,contexto_positivo
